Sensor_Type,Ammonia_ppm,Methane_ppm,CO2_ppm,H2S_ppm,MQ-137 Ammonia,MQ-4 Methane,MQ136 H2S,SCD41 CO2
MQ-137 Ammonia,12.212198747828182,165.85823069706706,2940.676348536297,12.96210466465715,1.0,0.0,0.0,0.0
MQ-137 Ammonia,72.21431328775837,279.28801422113577,3873.081265958202,4.9699944308942055,1.0,0.0,0.0,0.0
MQ-137 Ammonia,66.02649515264974,110.01361097052391,1606.8851792647215,9.216689032360673,1.0,0.0,0.0,0.0
SCD41 CO2,105.11827859529954,480.570998110877,1962.6867823983082,3.897010249485654,0.0,0.0,0.0,1.0
MQ-4 Methane,185.45220899786062,142.4046689388393,1632.5298031769364,10.125558990071681,0.0,1.0,0.0,0.0
MQ-4 Methane,159.04532509504702,10.993044607329457,3793.4948420945425,5.552856166435791,0.0,1.0,0.0,0.0
MQ-137 Ammonia,172.5217461640456,379.80142909567525,1476.080034699907,8.806331951348952,1.0,0.0,0.0,0.0
MQ-4 Methane,49.841749713339354,350.32062774013514,2335.3911882780335,17.018565736914052,0.0,1.0,0.0,0.0
MQ-137 Ammonia,87.31558325566547,472.12003580017654,425.0813750269973,11.333639271258107,1.0,0.0,0.0,0.0
MQ-137 Ammonia,69.04009842983913,66.16311093918064,1087.7446839565127,6.9501857135234975,1.0,0.0,0.0,0.0
SCD41 CO2,139.68027224244707,235.68835670543447,4324.5218618896315,8.755573045453982,0.0,0.0,0.0,1.0
MQ-137 Ammonia,76.37050138550222,37.73625132434921,512.1719477870088,0.5182661082041307,1.0,0.0,0.0,0.0
MQ-4 Methane,135.4065150139369,272.671470208068,899.9511106182165,7.022095477039875,0.0,1.0,0.0,0.0
SCD41 CO2,104.29655403006288,488.6111279469813,1501.822537267026,18.804123227285334,0.0,0.0,0.0,1.0
MQ136 H2S,10.13924921988359,439.62661978851673,834.1487332488722,8.066697139933732,0.0,0.0,1.0,0.0
SCD41 CO2,183.63579317761895,134.15553848604674,2565.503895250932,12.743235427668122,0.0,0.0,0.0,1.0
MQ-137 Ammonia,82.09196923832464,227.46072830330903,2458.4002740287374,15.301164313800538,1.0,0.0,0.0,0.0
SCD41 CO2,97.89443787830776,418.5014989964228,1041.5609982207138,3.903919364079227,0.0,0.0,0.0,1.0
MQ136 H2S,138.34131331890853,168.92144202477598,1098.563275617698,2.285824015093512,0.0,0.0,1.0,0.0
MQ-4 Methane,170.46226456750392,339.15944769665794,511.85201124002833,10.017378402534273,0.0,1.0,0.0,0.0
SCD41 CO2,109.50656585091606,84.1680100160852,1785.1066939011025,6.066769408242561,0.0,0.0,0.0,1.0
MQ136 H2S,180.82395086756011,185.1830355145346,3807.7407894948974,9.299080124851496,0.0,0.0,1.0,0.0
MQ-137 Ammonia,12.047541870209503,471.49830598388047,2224.3283412081096,8.018129335253137,1.0,0.0,0.0,0.0
SCD41 CO2,90.93028119022127,270.0130652858069,1817.8163661593383,9.986262040841586,0.0,0.0,0.0,1.0
SCD41 CO2,184.1110088574249,295.6748209959457,3709.572126330469,11.353287339881431,0.0,0.0,0.0,1.0
MQ136 H2S,16.13773518062891,250.39800840625756,3666.429122753679,1.1918203804810736,0.0,0.0,1.0,0.0
MQ-137 Ammonia,144.08109667061606,353.48691686623016,4076.111686929269,14.463148081825084,1.0,0.0,0.0,0.0
MQ136 H2S,103.48969224122071,497.1157938723126,4683.425640791443,3.223635192404418,0.0,0.0,1.0,0.0
SCD41 CO2,35.25581169488266,273.054465267831,3015.2195148493624,0.6957729601255472,0.0,0.0,0.0,1.0
MQ136 H2S,80.4098823610672,210.66233291498634,1307.0283786833702,1.303904600623756,0.0,0.0,1.0,0.0
MQ136 H2S,112.13382486839815,51.18355527076396,2154.9373983662435,2.6539731788357175,0.0,0.0,1.0,0.0
SCD41 CO2,135.42146642466503,299.11554429923115,2725.23300229979,16.25393760341973,0.0,0.0,0.0,1.0
MQ136 H2S,162.38383505599603,141.93996184723613,1206.620358280179,3.2626409120151294,0.0,0.0,1.0,0.0
MQ136 H2S,9.91622566500219,209.00179862683007,1014.8937198222004,6.214990053129603,0.0,0.0,1.0,0.0
MQ136 H2S,85.12803757993137,187.12462447758494,4078.341648419002,9.344295312186178,0.0,0.0,1.0,0.0
MQ-4 Methane,188.84193053530615,290.740746828886,1208.6251524034096,4.885775804525977,0.0,1.0,0.0,0.0
MQ136 H2S,64.78933925321292,460.99009344194116,461.7936435998315,3.6884881154789686,0.0,0.0,1.0,0.0
MQ136 H2S,80.6081159018299,437.1244679574951,4516.3755190394,7.722263451553546,0.0,0.0,1.0,0.0
SCD41 CO2,21.494048988534825,242.65036066989535,907.1537797997402,3.7610443572713512,0.0,0.0,0.0,1.0
MQ-137 Ammonia,150.03016590365857,82.09076255128805,3533.5932349319955,16.618109449765615,1.0,0.0,0.0,0.0
MQ136 H2S,199.0273487439831,39.82700516955831,1172.4585971627926,10.309089175060192,0.0,0.0,1.0,0.0
MQ-137 Ammonia,90.20497708097567,99.05033577666156,2148.098201845032,1.8339607393333837,1.0,0.0,0.0,0.0
MQ-4 Methane,65.86315255129777,35.0169750779455,1808.5395573668172,18.65475777612801,0.0,1.0,0.0,0.0
MQ-4 Methane,195.17579739044663,234.9572012196539,1239.7286447326694,6.411337517330425,0.0,1.0,0.0,0.0
SCD41 CO2,135.26507885040286,454.958119279906,1085.0618590021443,17.87203715259509,0.0,0.0,0.0,1.0
MQ-137 Ammonia,68.9582113256858,10.709824166570488,3228.418272715521,1.51485302032119,1.0,0.0,0.0,0.0
MQ-4 Methane,15.255395573067428,253.73659800939754,4349.836494180513,2.678760527573158,0.0,1.0,0.0,0.0
SCD41 CO2,169.5523109905335,74.69133902890857,2495.1838242918307,18.436328678302708,0.0,0.0,0.0,1.0
MQ-137 Ammonia,15.465293988752569,423.1789618154658,4055.928386745535,16.696924234881248,1.0,0.0,0.0,0.0
SCD41 CO2,163.5329229121086,348.21036990244426,2521.611887270036,17.03977264997991,0.0,0.0,0.0,1.0
MQ-4 Methane,116.73419829241699,293.0855023962867,354.5331038044354,11.145595997927384,0.0,1.0,0.0,0.0
MQ-4 Methane,79.59853392472536,179.26207924717122,1052.3359745622658,14.50616749032,0.0,1.0,0.0,0.0
MQ136 H2S,34.41258198463729,330.38055590371147,3746.489418993497,5.186158352265869,0.0,0.0,1.0,0.0
SCD41 CO2,62.33178831849715,121.09330211518548,2713.644698161922,5.781883360401051,0.0,0.0,0.0,1.0
MQ-137 Ammonia,133.50635133246766,155.6622808745354,2394.42079261709,7.475403024584727,1.0,0.0,0.0,0.0
MQ136 H2S,66.37059382437681,206.98124698599975,4247.80189343737,7.540605450912306,0.0,0.0,1.0,0.0
SCD41 CO2,108.57283488429744,19.13736113002583,4978.2371180441,3.9548149478711894,0.0,0.0,0.0,1.0
MQ136 H2S,25.467566558393017,239.38218098907353,4493.98766326873,15.019677139635132,0.0,0.0,1.0,0.0
MQ-4 Methane,49.88673672778821,99.26632037546544,4204.257293158758,2.8061674310897686,0.0,1.0,0.0,0.0
MQ136 H2S,45.68859764195134,239.13942324553105,2747.3967415666857,17.834574997464866,0.0,0.0,1.0,0.0
MQ-4 Methane,148.3321508389827,402.2340192206732,964.9729255618369,8.278966453521521,0.0,1.0,0.0,0.0
MQ-137 Ammonia,109.47989738078145,121.23700714143698,1916.8134244900154,16.14417714331366,1.0,0.0,0.0,0.0
MQ-137 Ammonia,24.452318617595857,322.20467354973715,4401.439288898342,10.998580333834598,1.0,0.0,0.0,0.0
MQ136 H2S,154.4607372529171,397.2733857982008,1672.164155868004,18.35317545343313,0.0,0.0,1.0,0.0
MQ-137 Ammonia,184.73353174025632,260.4452342813157,1276.870014456725,18.76656011871925,1.0,0.0,0.0,0.0
MQ-4 Methane,188.22977521161948,357.9899587575917,594.8356823722454,5.498446492921714,0.0,1.0,0.0,0.0
MQ136 H2S,161.13924262402196,28.327297241452904,3458.961771142358,5.2439107574446036,0.0,0.0,1.0,0.0
MQ-4 Methane,101.08031229354233,206.68769962323796,441.24308152433775,3.7188995849966155,0.0,1.0,0.0,0.0
MQ136 H2S,48.056826012181425,376.73174591461793,1016.7660251333278,15.774037436651348,0.0,0.0,1.0,0.0
MQ-4 Methane,152.27718550511918,76.24803576722823,4351.496388445754,16.560803308245074,0.0,1.0,0.0,0.0
MQ-137 Ammonia,32.07168038817076,197.30031397701342,3882.061468355209,6.093530042457608,1.0,0.0,0.0,0.0
MQ-137 Ammonia,146.77370611495283,232.4903791492842,539.1348236878127,7.249333516312721,1.0,0.0,0.0,0.0
MQ-4 Methane,64.70474529047928,169.5292618987371,4975.970621055018,3.0182923172882665,0.0,1.0,0.0,0.0
MQ-137 Ammonia,84.11070565545371,201.6436961481973,3065.221174338007,5.016258830745944,1.0,0.0,0.0,0.0
MQ136 H2S,69.5874036077363,89.96308542436961,3627.719954779274,5.967800739593055,0.0,0.0,1.0,0.0
MQ-137 Ammonia,52.753964754532724,357.2705435674067,4025.9274551309827,18.74879255572002,1.0,0.0,0.0,0.0
MQ136 H2S,101.25969054186186,224.3766266811788,1084.290253195887,1.779426519258537,0.0,0.0,1.0,0.0
SCD41 CO2,93.20856076313001,43.63856239100524,1258.8895631958967,1.280662624583686,0.0,0.0,0.0,1.0
MQ-137 Ammonia,77.00196403287741,134.27518437270683,3993.243430340429,14.533251008330158,1.0,0.0,0.0,0.0
SCD41 CO2,142.68804574518393,238.6856517063023,1132.8071258784476,8.835412958682717,0.0,0.0,0.0,1.0
MQ136 H2S,53.92227566202306,14.217910911424745,4762.99035367032,11.468296142319538,0.0,0.0,1.0,0.0
MQ-4 Methane,135.26553089800106,358.6568108468466,4187.7804095523115,1.2908895488637542,0.0,1.0,0.0,0.0
MQ-4 Methane,81.73861583771193,81.3285562196854,2935.1671849865565,14.000659411699932,0.0,1.0,0.0,0.0
MQ136 H2S,81.08763809519606,258.4021502632324,4199.813783197236,7.004368908686595,0.0,0.0,1.0,0.0
MQ136 H2S,87.19585675885818,145.08544973350604,1702.2560888764601,1.900340253815195,0.0,0.0,1.0,0.0
SCD41 CO2,29.105843659517106,360.7775722208779,3130.0667576200285,4.336192357228543,0.0,0.0,0.0,1.0
MQ136 H2S,162.2125550321248,118.09432285115057,4372.561411125016,15.589296022623484,0.0,0.0,1.0,0.0
MQ-4 Methane,150.29814603858384,459.95218303532016,1279.6512063848825,18.99656309873473,0.0,1.0,0.0,0.0
MQ-4 Methane,92.27427955729485,16.7126321552293,2213.700152406931,8.850116186496916,0.0,1.0,0.0,0.0
SCD41 CO2,176.88940897575586,64.39092391312379,4114.1793549891245,4.075941196579795,0.0,0.0,0.0,1.0
MQ136 H2S,94.23758900822904,127.92515071401027,3084.2971346537965,13.533995078856988,0.0,0.0,1.0,0.0
MQ-4 Methane,126.12518380536547,241.34763976067794,2123.8333352040054,4.955401430623601,0.0,1.0,0.0,0.0
SCD41 CO2,33.5037857829033,185.4358621741999,4938.561152363521,3.7652956598168537,0.0,0.0,0.0,1.0
MQ136 H2S,158.73211779497095,177.84559058610358,433.8501740894377,12.454177287963363,0.0,0.0,1.0,0.0
MQ136 H2S,133.84449526419124,308.6350571287662,1415.9163483002158,1.318352707064194,0.0,0.0,1.0,0.0
MQ-4 Methane,49.06180415671493,295.30650320279733,1861.4181190083816,11.63949520963989,0.0,1.0,0.0,0.0
MQ136 H2S,144.8467261726583,367.99421489123387,4567.123795063205,6.272021099748786,0.0,0.0,1.0,0.0
MQ136 H2S,93.58144915306688,69.37575557986874,3625.3344101875864,11.77144552880336,0.0,0.0,1.0,0.0
MQ-4 Methane,142.90674781890442,125.73989279686793,4429.60555679844,14.982814049347017,0.0,1.0,0.0,0.0
MQ-4 Methane,78.51041452601383,149.40188943616417,4699.667011038554,14.884533658182384,0.0,1.0,0.0,0.0
SCD41 CO2,43.39157363580974,334.66549240920955,4622.324414647673,12.06104749190066,0.0,0.0,0.0,1.0
MQ136 H2S,102.07331269550657,74.59727732357273,4279.556983043955,13.444756280595378,0.0,0.0,1.0,0.0
MQ-137 Ammonia,18.92084980770564,76.07254923458618,3062.76230577469,2.7342531780690633,1.0,0.0,0.0,0.0
MQ-137 Ammonia,68.84902068103126,215.47087268813416,4217.879085032742,9.179718048472477,1.0,0.0,0.0,0.0
SCD41 CO2,192.38261115259644,332.6350828697367,3030.6011115128554,12.425935774491492,0.0,0.0,0.0,1.0
MQ-137 Ammonia,110.74953353085449,181.95182979539146,1289.0446206816694,13.605398561224117,1.0,0.0,0.0,0.0
MQ-137 Ammonia,71.51324186252533,379.7559542310385,2469.8406885421805,11.194773142132926,1.0,0.0,0.0,0.0
SCD41 CO2,46.43457654986205,129.47030840094794,550.4211540687528,2.3056162304774857,0.0,0.0,0.0,1.0
SCD41 CO2,5.79514904932889,307.1422165212334,2839.010382534826,18.650610959620778,0.0,0.0,0.0,1.0
MQ-137 Ammonia,155.64891056260197,50.53280959835013,3583.5481688289487,13.622220326316416,1.0,0.0,0.0,0.0
SCD41 CO2,19.358401370066296,236.4441179867932,2584.285846965219,3.2744905588193456,0.0,0.0,0.0,1.0
MQ-4 Methane,56.56352277477719,237.4263256206666,938.7838634346548,15.449725939907132,0.0,1.0,0.0,0.0
MQ-137 Ammonia,110.83611175168244,495.12817737688374,3073.397231034405,10.361984355942004,1.0,0.0,0.0,0.0
MQ136 H2S,142.13703963449515,77.56671460584623,3721.9833669950617,15.723712967745572,0.0,0.0,1.0,0.0
MQ-137 Ammonia,118.02508268712117,168.2534733514755,4058.968508487504,18.38308272714818,1.0,0.0,0.0,0.0
MQ-137 Ammonia,196.33506347392827,63.07856059148214,868.8654120207243,5.941980579327306,1.0,0.0,0.0,0.0
MQ136 H2S,131.06860461154733,170.8665905434493,995.4945186254956,3.306099422894421,0.0,0.0,1.0,0.0
MQ136 H2S,132.33774182377215,190.0094436534884,1458.636897553152,7.833606226373751,0.0,0.0,1.0,0.0
MQ-137 Ammonia,49.415731769815075,66.13008803417557,4679.134400687176,15.873517525190223,1.0,0.0,0.0,0.0
SCD41 CO2,55.146303808633675,211.84537053484343,1813.5946068410449,19.086109818769025,0.0,0.0,0.0,1.0
MQ-137 Ammonia,163.69484866613135,362.37659972836406,4825.889935866305,5.999674202950893,1.0,0.0,0.0,0.0
MQ-137 Ammonia,70.06011597066316,355.3490873949657,2789.6370706696907,16.877493858758562,1.0,0.0,0.0,0.0
MQ-4 Methane,146.60181083405462,237.3482378954196,3481.8588872167547,19.17970634888846,0.0,1.0,0.0,0.0
SCD41 CO2,131.63931997670488,16.336013154160998,1816.8709121246302,10.233562581087222,0.0,0.0,0.0,1.0
SCD41 CO2,198.30832507224937,316.12328926719886,2418.5256598732058,3.490306409747983,0.0,0.0,0.0,1.0
MQ-4 Methane,88.10384211075862,158.96817148778885,3172.5486285240618,14.505527312517122,0.0,1.0,0.0,0.0
MQ-4 Methane,89.9633683014329,342.74405059515686,3879.1902960394236,7.956145651511114,0.0,1.0,0.0,0.0
MQ-4 Methane,139.21330187999249,166.6095227953054,4155.930624117256,10.014435798208162,0.0,1.0,0.0,0.0
SCD41 CO2,172.23897320041596,450.760309738995,1394.435418547487,12.15063955252274,0.0,0.0,0.0,1.0
MQ-137 Ammonia,100.91841845250738,399.1956332935035,3213.3600275631334,5.550977079598376,1.0,0.0,0.0,0.0
MQ-4 Methane,14.384791095666863,455.1484885876274,3872.079747251157,7.139270820255392,0.0,1.0,0.0,0.0
MQ-137 Ammonia,126.6568991797783,12.61505327031196,571.0843156009882,9.51359092840029,1.0,0.0,0.0,0.0
MQ-137 Ammonia,162.78775432314924,136.72715943251688,2540.402065128137,15.830863667237718,1.0,0.0,0.0,0.0
SCD41 CO2,85.76030336388422,230.00930086181833,846.9942252421522,15.47431362171194,0.0,0.0,0.0,1.0
MQ136 H2S,199.87077103281175,212.36072669008442,2141.19307177416,10.266885072073176,0.0,0.0,1.0,0.0
MQ-137 Ammonia,88.62943506445751,437.7718694019441,893.415511877445,6.0450557074573945,1.0,0.0,0.0,0.0
MQ136 H2S,68.65019086440388,129.4812037255529,3261.4965736278373,0.8328874395536132,0.0,0.0,1.0,0.0
SCD41 CO2,128.9729699935365,128.23736233772013,1008.9793560785384,17.43548681815564,0.0,0.0,0.0,1.0
MQ-137 Ammonia,191.00086753852005,307.7803915906267,2542.84137918554,6.642149846108185,1.0,0.0,0.0,0.0
MQ136 H2S,24.709585710193764,343.2527988945633,4238.33843292652,5.178552743783164,0.0,0.0,1.0,0.0
MQ136 H2S,76.96906013136572,375.66633871471083,2380.5835172725083,16.884224808473462,0.0,0.0,1.0,0.0
MQ-4 Methane,85.85933852563733,470.5784167339808,3233.494074716039,9.545021153140153,0.0,1.0,0.0,0.0
SCD41 CO2,60.120188549162556,326.25806020120416,4992.790453265999,19.588666092396124,0.0,0.0,0.0,1.0
MQ136 H2S,153.33360996827935,136.56587942825357,3956.277061127066,0.6791475806153483,0.0,0.0,1.0,0.0
MQ-4 Methane,80.27925523562097,266.97334544339316,3192.7735957751443,6.73298272145291,0.0,1.0,0.0,0.0
SCD41 CO2,77.0545376689482,455.86521195514433,3828.392204169003,13.432662634705617,0.0,0.0,0.0,1.0
MQ-4 Methane,12.732750211116045,340.1044832565959,2780.8831164668313,8.940872477998592,0.0,1.0,0.0,0.0
MQ136 H2S,25.706576684967754,270.4663008541304,2950.425939598158,4.67416527728831,0.0,0.0,1.0,0.0
SCD41 CO2,106.84637767556488,178.76043836558034,3288.6460637843106,16.073590362232977,0.0,0.0,0.0,1.0
MQ-4 Methane,197.41978751928286,295.2580094914522,713.2363037013927,17.3375081740805,0.0,1.0,0.0,0.0
SCD41 CO2,195.35914442508903,78.21960458935126,552.8150748289505,19.95839030774287,0.0,0.0,0.0,1.0
MQ-137 Ammonia,152.85659379956297,272.31571243196754,3978.462104937534,9.136332919479864,1.0,0.0,0.0,0.0
MQ-4 Methane,36.86438410844637,472.8779969690132,3059.4310282111624,15.757522737183221,0.0,1.0,0.0,0.0
MQ-137 Ammonia,145.44949566463077,335.91860396495633,850.585600720126,17.076945685481846,1.0,0.0,0.0,0.0
MQ-137 Ammonia,45.56104046525537,499.4372766589731,3348.3178700193475,14.332735710238145,1.0,0.0,0.0,0.0
MQ-137 Ammonia,47.15563729059905,122.92850394855468,4329.479212933548,5.39871764512373,1.0,0.0,0.0,0.0
MQ-4 Methane,111.58848614435435,165.2447936726557,1612.389324701815,16.250550088474117,0.0,1.0,0.0,0.0
MQ-137 Ammonia,23.652322824413513,119.01141102381467,3667.540606290509,0.6512488759204957,1.0,0.0,0.0,0.0
SCD41 CO2,28.398065501299794,378.2090666391682,710.4679446368149,10.068671850962362,0.0,0.0,0.0,1.0
MQ136 H2S,184.30771927561088,31.202119705963444,1607.8314738107297,1.8269839833407278,0.0,0.0,1.0,0.0
MQ136 H2S,104.86452830554553,474.5198336315098,3971.120592713965,14.010213509601382,0.0,0.0,1.0,0.0
MQ136 H2S,102.59830726168556,365.68306777527056,4543.4208496233005,9.998137311141242,0.0,0.0,1.0,0.0
SCD41 CO2,38.25007682130316,306.9325049477211,2715.4585867611772,8.054434673369501,0.0,0.0,0.0,1.0
MQ136 H2S,157.08768734699652,222.72143208460602,4442.690653815112,14.40821060861702,0.0,0.0,1.0,0.0
SCD41 CO2,166.39283971603064,381.0423739784308,2636.5516214726085,17.651883551206087,0.0,0.0,0.0,1.0
MQ-4 Methane,178.62297424141963,494.5170984474734,2845.5105209041844,12.743152586204268,0.0,1.0,0.0,0.0
SCD41 CO2,119.92228783903646,417.41776066974177,4793.2355427339335,10.63766295603539,0.0,0.0,0.0,1.0
MQ-137 Ammonia,197.9192795073774,100.5170723988681,375.7413081270732,1.2656169664918726,1.0,0.0,0.0,0.0
SCD41 CO2,16.210069068349508,33.14385438223784,845.6816497153577,11.766249353015821,0.0,0.0,0.0,1.0
SCD41 CO2,190.7885111970233,162.25571000567507,4564.444100906516,14.143848727048296,0.0,0.0,0.0,1.0
MQ-137 Ammonia,78.87641221919829,418.7214226915392,2125.411651667326,11.867011356073979,1.0,0.0,0.0,0.0
MQ-137 Ammonia,37.16501066330651,301.46336352995786,1252.1026766577825,9.799540446100542,1.0,0.0,0.0,0.0
MQ-137 Ammonia,66.71115846205011,463.8903883934679,2171.356827761204,12.682286013911902,1.0,0.0,0.0,0.0
SCD41 CO2,146.9552146640909,483.22173048456455,1459.415203633783,9.745142006988699,0.0,0.0,0.0,1.0
MQ136 H2S,181.12421347395292,367.225551062837,1953.4665808193095,14.651915370094674,0.0,0.0,1.0,0.0
SCD41 CO2,138.36129661289826,267.30337622740973,2628.335044499934,18.29211909069999,0.0,0.0,0.0,1.0
MQ-137 Ammonia,118.11940605887422,31.734447269087255,4381.236950827513,9.894647980727992,1.0,0.0,0.0,0.0
SCD41 CO2,179.6520522421106,11.981882649521259,2140.5736781387036,1.5531543112371065,0.0,0.0,0.0,1.0
MQ-4 Methane,14.220943265756208,343.8635053632113,3327.858002969349,13.631812621921792,0.0,1.0,0.0,0.0
MQ-4 Methane,123.3230875846843,359.2373247635512,1447.2752460409029,10.50472727087813,0.0,1.0,0.0,0.0
SCD41 CO2,78.58645720101748,435.1842910088928,952.5676771762319,6.391174600193229,0.0,0.0,0.0,1.0
MQ-137 Ammonia,47.632943826669084,413.8364066013681,1379.9899156039348,2.964344387934157,1.0,0.0,0.0,0.0
MQ-4 Methane,40.519493901928136,263.77283858136764,1178.9886038841694,6.043087071257217,0.0,1.0,0.0,0.0
SCD41 CO2,198.1435315816106,26.203525576898578,1764.3705934796126,16.996338482228527,0.0,0.0,0.0,1.0
MQ-137 Ammonia,76.02828860832022,140.54325959635378,1506.3270267800942,1.4700940663350979,1.0,0.0,0.0,0.0
MQ-4 Methane,137.99619553302315,400.1101987702407,2430.6211387791964,11.763171382613644,0.0,1.0,0.0,0.0
MQ136 H2S,47.0881343841584,300.4105510893908,2367.6659995293453,13.542983656626305,0.0,0.0,1.0,0.0
MQ-137 Ammonia,82.17059308964255,262.9575590195053,3049.8343345459352,19.4612404688172,1.0,0.0,0.0,0.0
MQ-4 Methane,96.84098297422665,436.7354888262341,3888.225057873892,2.5098922504118466,0.0,1.0,0.0,0.0
SCD41 CO2,19.44999174156192,358.0981013563246,4137.75445592127,10.317010482678894,0.0,0.0,0.0,1.0
MQ136 H2S,43.10675138811072,93.16583900971749,710.9069255800064,6.124033111373931,0.0,0.0,1.0,0.0
SCD41 CO2,44.12660809402542,240.3341135687033,768.5509117992156,3.785601294135689,0.0,0.0,0.0,1.0
SCD41 CO2,44.13123992584457,310.2638284176678,1166.043901572901,8.739139988479232,0.0,0.0,0.0,1.0
SCD41 CO2,10.185342970034686,39.09568571447927,4276.025580268612,5.120588737031178,0.0,0.0,0.0,1.0
MQ-137 Ammonia,160.85792725115462,164.94451433459574,4460.485739855634,18.802186351092132,1.0,0.0,0.0,0.0
MQ136 H2S,149.4478031206198,129.6241888970581,2173.7793293662385,19.077177037807267,0.0,0.0,1.0,0.0
MQ-137 Ammonia,132.7298490026758,288.55021942916306,1668.2555078489197,12.44285822305239,1.0,0.0,0.0,0.0
MQ-4 Methane,183.74546659472176,30.886198780850066,4126.843734327432,12.205855833266568,0.0,1.0,0.0,0.0
SCD41 CO2,102.3614656219689,46.706195443219,3239.6297909489926,9.754699506055717,0.0,0.0,0.0,1.0
MQ136 H2S,115.82135691865372,140.22054627236307,3671.5036150131973,9.4524558103347,0.0,0.0,1.0,0.0
MQ136 H2S,83.45171741952092,278.12039380218766,4613.695983753378,11.706084093860188,0.0,0.0,1.0,0.0
MQ-4 Methane,97.9983307530089,432.880122151993,1550.6765414794165,2.883995634126695,0.0,1.0,0.0,0.0
MQ-137 Ammonia,163.3175479220848,358.4466442579709,3910.0027841774486,6.805255560857579,1.0,0.0,0.0,0.0
SCD41 CO2,17.584161209639113,72.10197514770812,4365.689358444502,1.967540924916372,0.0,0.0,0.0,1.0
MQ-4 Methane,165.96523855917113,28.13437733106481,1207.6687904148214,5.838824716119673,0.0,1.0,0.0,0.0
MQ-137 Ammonia,31.627615107184894,18.430387234488066,3482.782962084059,14.370514163895702,1.0,0.0,0.0,0.0
MQ-137 Ammonia,99.16732515778766,235.96399896878432,2969.634825843023,10.080276148702223,1.0,0.0,0.0,0.0
MQ136 H2S,102.42374846633649,449.00829706444,4954.616578779123,19.96667993478564,0.0,0.0,1.0,0.0
MQ136 H2S,36.92329755298713,250.7154050773052,650.2160434211054,12.741139907717015,0.0,0.0,1.0,0.0
MQ-4 Methane,197.27660287502349,158.8585289670696,4901.1983554190965,12.042300876474988,0.0,1.0,0.0,0.0
MQ136 H2S,15.99640219885753,318.49009653333235,4641.294187149958,6.178336866391579,0.0,0.0,1.0,0.0
SCD41 CO2,156.60072836616112,344.6421591317782,4171.787755031114,12.122031200759775,0.0,0.0,0.0,1.0
MQ-4 Methane,121.94969803070161,79.46496812651809,4266.702386062066,10.178421952309627,0.0,1.0,0.0,0.0
MQ-4 Methane,152.1486576026547,46.218780806970614,1798.445706569521,13.387350533782909,0.0,1.0,0.0,0.0
MQ-137 Ammonia,16.459943301525737,375.2145793427859,2858.7418458552647,18.513298371343307,1.0,0.0,0.0,0.0
MQ-4 Methane,84.79189079171881,496.4125469190482,1769.7166138185432,4.8502807561307435,0.0,1.0,0.0,0.0
MQ136 H2S,31.330438152825533,387.5786526714799,991.0931008593611,10.140860804276075,0.0,0.0,1.0,0.0
MQ136 H2S,61.78461065167235,178.36417203113618,3029.5920277005293,16.998038420849134,0.0,0.0,1.0,0.0
MQ-4 Methane,148.78475752792545,223.8680957326843,2467.1031566380757,12.759530271795958,0.0,1.0,0.0,0.0
MQ-4 Methane,87.63319685425814,454.175740510541,395.0588930197839,17.990954061807752,0.0,1.0,0.0,0.0
MQ-137 Ammonia,168.12155180763477,210.96310990054283,3312.38032821992,6.145838247670952,1.0,0.0,0.0,0.0
MQ-137 Ammonia,45.473258367376204,180.7070170581702,2074.0415529093525,4.49635324210115,1.0,0.0,0.0,0.0
SCD41 CO2,94.54420441900834,151.6081583750156,337.80050377772994,9.393654876155495,0.0,0.0,0.0,1.0
SCD41 CO2,121.54991870384566,355.1908072171096,612.3302311595927,8.186018054446501,0.0,0.0,0.0,1.0
MQ136 H2S,15.015937110388153,407.19089703334146,2755.2593410350537,1.0395605125198275,0.0,0.0,1.0,0.0
MQ-4 Methane,39.1963145440609,284.1515859955366,1655.0300693947643,3.391122056165549,0.0,1.0,0.0,0.0
SCD41 CO2,129.0151930262596,214.68883562541282,1531.3561171625895,0.5075632539257398,0.0,0.0,0.0,1.0
SCD41 CO2,70.32498455312229,272.74787703518393,1985.911880496248,17.64549902584191,0.0,0.0,0.0,1.0
MQ-4 Methane,89.29346973780169,499.52029858913323,1869.9089735053835,19.737382808666144,0.0,1.0,0.0,0.0
SCD41 CO2,131.35523792607546,172.98644170015268,1728.4881781440797,2.544163668790701,0.0,0.0,0.0,1.0
MQ-4 Methane,186.71542311885187,420.2090719959117,4908.230280568441,7.87405036584177,0.0,1.0,0.0,0.0
MQ-4 Methane,83.44581971731947,188.89679061575453,2986.403354219049,10.526922468246623,0.0,1.0,0.0,0.0
MQ-137 Ammonia,33.57223087434939,442.2952098178597,2378.7045367597984,6.62425410532078,1.0,0.0,0.0,0.0
SCD41 CO2,51.19095278214917,11.060048538329589,1931.270865973171,6.146054764104097,0.0,0.0,0.0,1.0
MQ136 H2S,54.52067977379598,150.40252346343033,3444.1309469091325,2.79465498025812,0.0,0.0,1.0,0.0
SCD41 CO2,16.2076457211758,259.2870416930973,3407.179172712145,4.688369299401933,0.0,0.0,0.0,1.0
MQ136 H2S,9.471163602444953,464.0754671599994,4788.854807188186,11.674067289731484,0.0,0.0,1.0,0.0
